Household No.,DIS,Relationship,Gender,Age,Marital status,Educational Level,Ethnicity,Employment status,Employment_sector,Income PP,Income FP,Income SP,Income TP,neighborhood_shop,main_super_market,mini_super_market,home_delivery,own_field,govt_ngo,online,neighbors,fairs,bank_city,bank_near,local_financial,atm_city,atm_near,online_banking,post_office,work_from_home,come_from_home,come_from_renthouse,come_from_commonhostel,work_public,work_shared,work_hired,work_own_motor,work_bicycle,work_walking
755,Matara,2,1,2,2,4,1,6,0,3,3,3,3,-2.0,2.5,2.0,-0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,-1.0,1.0,1.0,-0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
756,Gampaha,2,1,4,2,5,1,6,0,5,5,5,5,1.5,-1.0,1.0,0.5,1.0,1.0,-2.5,1.0,1.0,0.0,1.0,1.0,-0.5,0.5,-0.5,1.0,0.5,-0.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
757,Matara,1,1,4,3,5,1,10,4,3,1,1,1,-2.5,1.0,3.5,-0.5,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
758,Matara,1,2,3,2,4,1,10,3,3,2,2,2,1.0,1.0,-1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
759,Matara,1,1,5,3,4,1,3,1,3,2,2,2,-1.0,1.0,1.0,-0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
760,Polonnaruwa,1,2,2,2,4,3,3,3,3,2,2,3,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,-2.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
761,Colombo,1,2,5,2,4,2,10,10,1,1,1,1,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
762,Kandy,1,1,5,3,4,2,6,0,3,3,3,3,0.0,1.0,1.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,-2.0,1.0,-2.5,1.0,-0.5,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
763,Polonnaruwa,1,2,3,2,4,3,3,3,3,2,2,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,-2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
764,Matara,3,2,2,2,5,1,1,10,3,3,3,3,1.0,1.0,-1.0,-0.5,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
765,Matara,2,1,4,2,5,1,1,1,3,3,3,3,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-5.0,1.0,1.0,1.0,1.0
766,Polonnaruwa,1,2,3,2,4,3,3,4,3,2,2,2,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
767,Colombo,2,1,1,2,4,3,6,0,3,1,1,1,3.5,1.5,1.0,-0.5,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.5,1.5,1.0,1.0,1.0,4.5,1.0,1.0,4.0,1.0,1.5,1.0,1.0,1.0
768,Ampara,1,2,4,2,4,1,10,10,3,1,2,3,0.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
769,Colombo,1,2,4,2,4,3,3,3,2,2,2,2,2.0,0.0,0.5,-1.0,2.0,0.5,1.0,2.0,0.5,0.5,0.5,0.5,0.0,2.5,1.0,1.0,0.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
770,Ampara,1,2,3,2,4,1,8,6,5,1,3,3,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,-2.0,1.0,1.0,1.0,-0.5,3.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0
772,Colombo,1,2,1,2,4,3,3,10,2,1,1,1,3.5,1.0,1.0,2.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,4.5,1.0,1.0,1.0,1.0,1.0,4.5,1.0,1.0
773,Colombo,1,1,4,3,1,3,6,0,2,1,1,1,4.0,1.0,1.0,-2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.5,1.0,1.0,3.5,1.0,1.5,1.0,1.0,3.0
774,Ampara,1,2,3,2,4,1,1,1,3,2,3,3,-0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,-2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.5,-1.5,1.0,1.0,1.0,1.0
775,Colombo,2,1,2,3,1,2,10,10,1,1,1,1,2.0,4.5,1.0,1.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
776,Badulla,1,2,3,2,4,1,3,4,3,1,3,3,-0.5,1.0,0.5,0.5,1.0,0.0,1.0,-0.5,1.0,-1.0,1.0,1.0,-0.5,-0.5,-0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
777,Kandy,1,2,5,2,1,2,9,10,1,1,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
778,Kandy,1,2,2,2,4,2,6,0,2,1,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
779,Ampara,1,2,3,2,4,1,8,6,3,3,3,3,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
780,Badulla,1,1,4,3,4,1,3,6,3,2,3,3,-0.5,1.0,0.5,0.5,1.0,0.5,1.0,-0.5,1.0,0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
781,Monaragala,1,2,2,2,4,1,3,3,3,2,2,2,-2.5,2.0,1.0,1.0,1.0,1.0,1.0,-1.5,1.0,3.0,1.0,1.0,-2.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
783,Colombo,1,2,5,2,1,2,10,1,2,2,2,2,2.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
784,Colombo,1,2,5,2,4,2,10,3,1,1,1,1,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,-0.5,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
785,Badulla,2,1,2,2,3,2,5,0,2,1,1,1,2.5,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,0.5,0.0,3.5
786,Kandy,1,2,4,2,4,2,9,10,2,1,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
788,Badulla,1,2,3,2,3,2,9,10,3,1,1,1,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0
790,Kandy,1,2,5,2,3,2,6,0,2,1,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5
791,Gampaha,1,2,5,2,7,1,8,2,5,5,5,5,0.5,-1.0,1.0,0.5,-0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,-1.0,-0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
792,Gampaha,2,1,6,2,4,1,5,0,2,2,2,2,1.0,1.0,-0.5,-0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
793,Monaragala,1,2,2,2,4,1,1,6,3,3,3,3,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
794,Colombo,1,2,4,2,1,3,9,3,2,1,1,1,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
795,Gampaha,1,2,6,2,4,1,6,0,2,1,1,1,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
796,Gampaha,1,2,3,2,6,1,10,3,3,3,3,3,0.5,-0.5,1.0,-0.5,1.0,1.0,-0.5,1.0,1.0,2.5,1.0,1.0,-0.5,1.0,-1.0,2.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
797,Gampaha,1,2,3,1,4,1,3,4,3,2,2,2,-0.5,1.0,2.0,-1.5,1.0,-1.5,1.0,1.0,1.0,1.0,-0.5,1.0,-1.0,-0.5,1.0,1.0,1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,2.0,1.0,0.5
798,Monaragala,1,2,2,2,5,1,1,4,3,3,3,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5,1.0,1.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
799,Monaragala,1,2,3,2,5,1,1,9,5,5,5,5,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-2.0,1.0,1.0,1.0,-2.5,3.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
800,Badulla,1,2,2,2,4,1,3,4,5,1,5,5,-1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,-4.0,1.0,1.0,1.0,-2.5,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0
801,Badulla,1,2,2,2,5,1,1,6,5,5,5,5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,-2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
802,Gampaha,2,1,4,2,6,1,3,3,5,5,5,5,1.0,2.5,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.5,1.0,2.0,1.5,2.5,-0.5,2.0,1.0,-0.5,0.5,1.0,1.0,-0.5,2.0,2.5,1.0,1.5
803,Gampaha,1,2,5,2,5,1,1,6,1,3,3,3,-2.5,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,-1.5,1.0,0.5,1.0,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
804,Badulla,1,2,2,2,5,1,1,6,5,5,5,5,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0
805,Kandy,1,2,5,2,4,1,9,10,2,1,1,2,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-2.5,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5
806,Kandy,1,2,3,2,5,3,3,4,3,2,2,3,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-2.0,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0
807,Rathnapura,1,2,4,2,4,1,4,4,3,3,3,3,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
808,Rathnapura,1,2,2,2,4,1,9,10,3,1,2,2,0.5,1.0,-0.5,1.0,1.0,-0.5,1.0,1.0,2.0,0.5,1.0,0.5,-0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5
809,Rathnapura,1,2,3,2,4,2,4,9,2,2,2,2,-0.5,1.0,-0.5,1.0,1.0,0.5,1.0,-0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
810,Gampaha,1,2,2,2,7,1,3,2,3,3,3,3,-1.0,0.5,0.5,-1.0,1.0,0.5,1.0,0.0,1.0,5.0,0.5,1.0,-1.0,-0.5,-2.5,2.0,-5.0,-1.0,1.0,1.0,2.0,0.5,0.5,-1.0,1.0,1.0
811,Rathnapura,1,2,3,2,4,2,3,3,3,3,3,3,-0.5,0.5,-0.5,1.0,1.0,0.0,1.0,-0.5,1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0
812,Rathnapura,1,2,4,2,4,1,3,10,3,1,1,3,-0.5,0.5,0.5,0.0,-1.0,0.0,1.0,-0.5,1.0,-1.0,1.0,0.5,-0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
814,Gampaha,1,2,4,2,5,1,3,3,3,3,3,3,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
815,Kandy,1,1,5,2,4,1,6,0,1,1,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
816,Gampaha,1,2,6,2,4,1,1,7,3,3,3,3,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
818,Gampaha,1,2,2,2,6,1,3,3,5,5,5,5,0.0,-0.5,1.0,-0.5,0.0,0.0,0.5,1.0,1.0,2.5,1.0,1.0,0.5,2.5,0.5,2.0,-2.5,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
819,Kandy,1,1,2,2,4,1,6,0,2,2,2,2,0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,3.5,1.0,1.0,1.5,1.5,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
820,Kandy,1,1,6,2,1,1,6,0,2,1,1,1,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,2.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,-3.5
821,Gampaha,1,2,5,2,5,1,7,3,5,5,5,5,2.0,4.0,1.0,-5.0,-0.5,1.0,-0.5,2.0,1.0,-1.0,1.0,1.0,-0.5,-1.0,-1.0,1.0,-3.5,4.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
823,Gampaha,1,2,6,2,1,1,6,0,3,2,2,2,-0.5,2.0,2.0,-3.5,-0.5,-0.5,1.0,-3.5,2.0,2.5,1.0,2.5,2.5,2.5,1.0,2.0,1.0,1.0,1.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0
824,Gampaha,1,1,5,3,3,1,7,10,2,1,1,1,-1.0,2.0,2.0,-0.5,1.0,2.0,1.0,-0.5,1.0,4.0,1.0,1.0,0.5,0.5,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
825,Kandy,1,2,4,2,3,3,6,0,3,1,1,2,3.5,3.5,1.5,1.0,1.0,1.5,1.0,3.0,2.0,1.5,1.5,1.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
826,Gampaha,1,2,6,1,4,1,6,0,1,1,1,1,-1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
827,Gampaha,1,2,3,2,4,1,1,7,3,3,3,3,1.0,0.5,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
828,Kandy,1,2,4,2,4,1,6,0,2,1,1,1,0.0,1.0,1.0,-2.5,1.0,1.5,1.0,1.0,1.0,3.5,1.0,1.0,-2.5,1.0,1.0,-1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
829,Kandy,1,1,6,3,1,2,5,0,2,1,1,2,1.5,1.5,-1.0,0.5,1.0,2.0,1.0,2.0,1.5,1.5,1.5,2.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
830,Colombo,1,2,5,2,1,2,10,3,2,2,2,2,0.5,3.5,1.5,-1.0,1.5,2.0,1.0,1.0,0.5,0.5,0.5,1.0,3.5,1.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
831,Kandy,1,2,6,2,3,1,6,0,3,1,1,1,1.0,1.0,-1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
832,Gampaha,1,1,2,2,5,1,3,10,3,3,3,3,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,5.0,1.0,1.0,-4.0,1.0,1.0
833,Kandy,1,2,3,2,5,1,3,10,3,1,2,3,-3.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
836,Kandy,1,1,3,2,1,2,3,10,2,1,1,2,3.0,1.0,0.5,1.0,1.0,1.5,1.0,2.0,3.5,1.5,1.5,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,3.0
838,Gampaha,1,2,3,2,3,3,1,10,3,2,2,2,0.5,2.0,2.0,-1.5,1.0,2.0,0.5,-2.5,4.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
839,Colombo,2,1,1,2,1,2,6,0,3,1,1,2,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,3.5,1.0,2.0,1.0,1.0,1.0
841,Colombo,2,1,2,2,5,2,6,0,2,1,1,1,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.5,2.0,1.0,2.0,0.5,0.5,1.0,2.0,0.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
842,Gampaha,1,2,3,2,4,3,5,10,3,3,3,3,1.0,1.0,1.0,-0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,-0.5,-0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
843,Kandy,2,1,3,2,4,2,7,0,2,2,2,2,1.5,4.0,2.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
845,Gampaha,1,2,1,2,4,1,10,10,3,1,1,1,-1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,-1.0,0.5,1.0,-1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0
846,Gampaha,1,2,3,2,4,2,1,1,3,2,2,2,-1.0,1.0,1.0,-0.5,1.0,1.0,-0.5,1.0,2.0,0.5,0.5,1.0,-1.0,-0.5,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0
849,Gampaha,2,1,5,2,4,2,6,0,2,1,1,2,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
850,Kandy,1,2,4,2,4,2,10,10,3,1,1,2,3.5,1.0,1.0,-0.5,1.0,1.0,1.0,-0.5,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.5,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.5
851,Gampaha,1,2,3,2,4,5,1,1,3,2,2,2,-1.0,2.0,2.0,1.0,1.0,1.0,1.0,-1.5,2.0,2.5,1.0,1.0,0.5,0.5,1.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
852,Gampaha,1,2,3,2,4,3,3,3,3,2,2,2,2.5,1.0,1.0,-0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
853,Colombo,1,2,4,2,4,2,7,3,2,1,1,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
855,Kandy,1,2,4,2,4,2,10,3,3,2,2,2,-0.5,1.0,1.0,-1.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,-2.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5
856,Gampaha,1,2,3,2,5,3,10,4,3,2,2,2,-1.0,2.0,1.0,-1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,-1.0,-1.0,1.0,1.0,4.5,1.0,1.0,5.0,1.0,2.0,-1.0,1.0,2.0
857,Kandy,1,2,5,2,4,3,10,3,3,3,3,3,0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,-2.0,1.0,-2.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
861,Kandy,1,2,5,2,4,2,6,0,1,1,1,1,0.5,1.0,1.0,0.5,-1.5,1.0,1.0,-2.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,-1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
862,Colombo,1,2,3,2,3,2,10,3,3,1,1,1,3.0,2.5,0.5,0.5,1.0,1.0,1.0,0.5,0.0,1.0,-0.5,1.0,0.5,0.5,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
865,Colombo,2,1,1,2,4,3,6,0,3,1,1,1,1.5,1.0,1.5,1.0,1.0,1.0,1.0,2.0,1.5,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0
866,Gampaha,1,2,5,2,4,1,6,0,3,3,3,3,-0.5,1.0,-0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,-0.5,0.5,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
867,Kandy,1,2,4,2,4,1,1,6,3,3,3,3,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
869,Colombo,1,2,3,2,4,1,10,3,3,1,1,3,2.0,2.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
870,Kandy,1,2,4,2,5,1,1,6,5,5,5,5,1.0,1.0,0.5,-2.5,1.0,3.0,-1.0,1.0,1.0,3.0,1.0,1.0,-1.0,1.0,1.0,2.0,1.0,-2.5,1.0,3.0,1.0,1.0,1.0,-1.0,1.0,1.0
871,Gampaha,1,2,7,2,4,1,6,0,2,1,1,1,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
872,Puttalam,1,1,6,2,3,1,6,0,3,2,2,1,-1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,-1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
873,Matale,3,1,1,1,7,3,7,3,2,1,1,1,2.0,2.0,2.0,-2.5,1.0,1.0,-0.5,1.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
874,Kandy,1,2,2,2,4,1,10,10,3,1,1,1,-1.0,1.0,1.0,-1.5,1.0,1.0,1.0,1.0,3.5,2.0,0.5,1.0,2.5,0.5,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-2.5,2.0,1.5
