Household No.,DIS,Relationship,Gender,Age,Marital status,Educational Level,Ethnicity,Employment status,Employment_sector,Income PP,Income FP,Income SP,Income TP,neighborhood_shop,main_super_market,mini_super_market,home_delivery,own_field,govt_ngo,online,neighbors,fairs,bank_city,bank_near,local_financial,atm_city,atm_near,online_banking,post_office,work_from_home,come_from_home,come_from_renthouse,come_from_commonhostel,work_public,work_shared,work_hired,work_own_motor,work_bicycle,work_walking
1455,Ampara,2,1,4,2,3,3,6,0,2,1,1,1,1.5,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.5,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0
1456,Matale,1,2,4,1,4,1,3,3,3,1,1,2,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,-2.5,1.0,1.0,3.0,1.0,1.0,3.5,1.0,1.0,1.0,1.0,1.0
1457,Ampara,1,2,3,2,4,3,10,8,4,1,1,4,1.0,2.5,0.5,0.5,1.0,2.0,1.0,1.0,1.5,0.5,0.5,1.0,2.0,2.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1458,Matale,1,2,5,2,4,1,6,0,2,2,2,5,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-0.5,1.0,1.0,0.5,1.0,1.0,0.5,-0.5,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0
1459,Batticaloa,1,2,4,2,4,3,10,3,1,1,1,1,1.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1461,Batticaloa,2,1,3,2,4,3,6,0,2,1,1,1,1.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.5,1.0,1.0,1.0,1.0,1.0,4.5,1.0,1.0
1462,Batticaloa,2,1,2,2,5,3,6,0,2,1,1,2,0.5,2.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1463,Kaluthara,1,1,3,3,4,3,6,0,2,1,1,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
1464,Batticaloa,2,1,2,2,4,3,3,10,2,1,1,1,3.5,1.0,1.0,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0
1465,Batticaloa,2,1,3,2,4,3,6,0,2,1,1,2,0.5,2.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1466,Kurunegala,1,2,3,2,4,1,1,6,5,5,5,5,0.0,1.0,1.0,-1.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,-2.0,1.0,-3.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0
1468,Kurunegala,1,2,3,2,5,1,10,4,2,1,1,1,0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1469,Kaluthara,1,2,5,2,4,3,7,10,3,2,3,3,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,2.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
1470,Matale,1,2,6,2,4,1,8,6,3,3,3,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1471,Kurunegala,1,2,3,2,5,1,3,3,3,2,2,2,0.5,2.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1472,Colombo,1,2,3,2,7,1,3,10,3,3,3,3,0.5,0.5,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-2.5,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1473,Kurunegala,1,2,2,2,4,1,3,10,3,1,1,1,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.5,1.0,1.0,-0.5,-0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
1474,Kaluthara,1,2,4,2,5,3,7,0,5,5,5,5,0.5,-0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,-0.5,1.0,1.0,-0.5,1.0,-0.5,1.0,-1.5,1.5,1.0,1.0,4.5,-2.5,1.0,1.0,1.0,1.0
1475,Kurunegala,1,2,3,2,5,1,1,9,3,3,3,3,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0
1476,Colombo,1,2,3,2,5,1,3,5,3,3,3,3,0.5,0.5,-0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,-0.5,1.0,-0.5,1.0,-0.5,0.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1477,Kaluthara,1,2,5,2,1,3,9,10,2,1,1,1,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5
1479,Colombo,1,2,2,2,5,1,10,3,2,2,2,2,0.5,0.5,0.5,0.5,1.0,-0.5,0.5,0.5,2.0,-1.0,1.0,0.5,0.0,1.0,-2.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
1480,Colombo,1,1,5,3,4,1,3,4,3,1,1,1,0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1482,Colombo,1,2,5,2,4,1,6,0,3,3,3,3,-1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,3.5,1.0,1.0,-0.5,-1.0,0.5,1.0,-4.0,-1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
1483,Colombo,2,1,3,2,4,1,5,0,3,1,1,1,4.0,2.0,4.0,-0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,0.5
1484,Ampara,1,2,5,2,7,3,10,2,2,2,2,2,2.0,4.0,2.0,1.0,1.0,1.5,1.0,2.0,1.0,2.5,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1485,Ampara,2,1,5,3,4,3,10,10,1,1,1,1,1.5,2.0,1.0,1.5,1.0,1.0,1.0,0.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
1486,Ampara,2,1,2,2,4,3,1,2,3,3,3,3,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
1487,Colombo,1,2,3,2,4,1,10,3,3,1,1,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
1488,Colombo,1,2,2,2,4,1,1,6,3,3,3,3,-1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,5.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.5,1.0,-1.0,2.0,-4.0,1.0,1.0,1.0,1.0
1490,Kaluthara,1,2,4,2,4,1,10,10,3,1,1,1,2.5,1.0,1.0,-1.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,1.0,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.5
1491,Colombo,1,2,2,2,4,1,3,6,3,2,2,2,-1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,5.0,1.0,1.0,-0.5,-0.5,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,-1.0,1.0,1.0
1493,Ampara,1,2,5,2,7,3,10,2,2,2,2,2,2.0,2.0,1.0,1.0,1.0,1.5,1.0,1.0,0.5,1.5,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1494,Colombo,2,1,3,2,4,1,10,10,3,1,1,2,3.5,-0.5,3.0,-0.5,1.0,1.0,1.0,1.0,1.0,3.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0
1495,Kurunegala,1,2,3,2,5,2,10,3,3,2,2,2,0.5,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.5,1.0,1.0,1.0,1.0,1.0,2.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1496,Colombo,1,2,4,2,4,1,3,10,3,2,2,2,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,5.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1497,Kurunegala,1,2,5,2,3,1,6,0,3,3,3,3,0.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0
1498,Kurunegala,1,2,2,2,4,1,10,10,2,2,2,2,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,0.5
1499,Kurunegala,1,2,5,2,4,1,3,9,3,3,3,3,-1.0,1.0,2.5,1.0,-1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,-1.0,1.0,-1.5,1.0,-3.5,3.5,1.0,1.0,2.5,1.0,1.5,1.0,1.0,-1.0
1500,Matale,1,2,5,2,4,1,6,0,1,1,1,1,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1501,Colombo,1,2,2,2,4,1,10,10,3,1,1,2,-4.0,1.0,5.0,1.0,0.5,1.5,1.0,1.0,4.0,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1502,Colombo,1,2,3,2,4,1,10,4,2,2,2,2,-1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,5.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1503,Colombo,1,2,2,2,4,1,3,10,3,3,3,3,0.5,1.0,-1.0,0.5,1.0,1.0,1.0,0.5,1.0,5.0,1.0,1.0,-0.5,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,-1.0,1.0,1.0
1504,Kurunegala,1,2,4,2,4,1,10,4,2,1,1,1,0.5,1.0,1.0,-0.5,1.0,2.0,1.0,1.0,4.0,0.5,0.5,-0.5,1.0,1.0,1.0,2.0,0.5,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1505,Kurunegala,1,2,2,2,5,1,10,10,2,2,2,2,0.5,1.0,0.5,1.0,-2.0,1.0,1.0,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1506,Kurunegala,1,2,6,2,4,1,3,9,3,3,3,3,-1.0,2.0,1.0,-0.5,1.0,0.5,1.0,1.0,1.0,3.0,1.0,1.0,0.5,1.0,-3.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0
1507,Kurunegala,1,2,2,2,4,1,9,4,2,1,1,1,0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-0.5,0.5,0.5,1.0,2.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5
1508,Kurunegala,1,2,2,2,5,1,1,6,3,3,3,3,-1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,5.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-1.0,1.0,1.0,1.0,1.0
1509,Kaluthara,1,2,5,2,4,1,4,10,3,2,2,2,-1.0,1.0,0.5,-0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.5
1510,Matale,1,2,5,2,5,2,3,7,2,2,2,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,4.5,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
1511,Ampara,1,2,4,2,4,3,6,0,2,1,1,1,4.0,2.0,2.0,2.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,3.5,1.0,1.0
1513,Kurunegala,1,2,3,2,4,1,10,3,2,2,2,2,1.0,1.0,-0.5,-0.5,1.0,1.0,1.0,0.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
1515,Jaffna,2,1,3,2,4,2,6,0,2,1,1,2,1.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1516,Matale,1,2,5,2,7,1,8,7,5,5,5,5,-2.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,-2.0,1.0,-1.0,1.0,-4.5,3.5,3.0,1.0,5.0,1.0,0.5,1.0,1.0,3.0
1517,Matale,1,2,6,2,4,1,8,7,2,2,2,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1519,Colombo,1,2,2,2,5,1,3,4,3,2,2,2,0.5,1.0,-1.0,1.0,-0.5,1.0,1.0,-0.5,1.0,5.0,2.0,1.0,-0.5,-1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1520,Jaffna,2,1,3,2,3,2,6,0,2,1,1,1,1.0,1.0,1.0,0.0,1.0,1.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0
1522,Matale,1,1,6,2,4,1,8,2,2,2,2,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1523,Colombo,1,2,2,2,5,1,3,3,3,2,2,3,-1.0,1.0,0.5,-0.5,1.0,1.0,1.0,0.5,1.0,5.0,1.0,1.0,-0.5,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1525,Kaluthara,1,2,2,2,4,1,10,10,2,1,1,1,-0.5,1.0,2.0,-0.5,1.0,1.0,1.0,-0.5,1.0,0.5,1.0,1.0,-0.5,0.5,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1526,Jaffna,1,1,3,5,3,2,10,3,2,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.5
1527,Kurunegala,1,2,3,2,4,1,3,10,3,3,3,3,-1.5,3.0,1.0,-1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,-1.0,1.0,-3.5,1.0,1.0,3.5,1.0,1.0,1.0,1.0,1.0,3.5,1.0,1.0
1528,Kurunegala,1,2,2,2,5,1,7,0,3,3,2,3,-1.0,1.0,1.0,0.5,1.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1529,Kurunegala,1,2,3,2,4,1,10,10,3,2,2,2,-0.5,1.0,1.0,-3.5,0.5,2.0,1.0,1.0,4.0,0.5,1.0,-0.5,1.0,1.0,1.0,0.5,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1530,Kurunegala,1,2,3,2,4,1,10,4,2,1,1,2,1.0,1.0,-1.0,-0.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
1531,Kaluthara,1,2,3,2,3,1,10,10,3,1,1,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,-0.5
1533,Matale,1,2,4,2,3,2,4,9,3,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
1534,Kaluthara,1,2,4,3,4,1,1,10,2,2,2,2,-1.0,1.0,1.5,0.0,-0.5,0.5,1.0,1.0,2.0,-1.0,1.0,1.0,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1535,Matale,1,1,5,2,3,2,9,9,2,1,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1537,Kurunegala,1,2,2,2,4,1,10,4,3,1,2,2,-0.5,2.0,1.0,-3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5
1538,Kaluthara,1,2,1,2,5,1,3,10,3,1,1,1,2.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,3.0,-1.0,1.0,0.5,1.0,1.0,3.0,1.0,1.0
1539,Kaluthara,1,2,2,2,4,1,9,10,2,1,1,1,0.5,1.0,-1.0,-0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,-0.5
1541,Kaluthara,1,2,7,2,3,1,6,0,2,1,1,1,-0.5,1.0,0.5,0.5,0.5,1.0,1.0,-1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,0.5,5.0,-3.5,1.0,1.0,1.0,1.0
1542,Matale,2,1,1,2,3,2,3,8,2,2,2,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0
1543,Batticaloa,2,1,1,2,4,2,6,0,1,1,1,1,3.5,1.0,1.0,1.5,1.0,2.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.5
1544,Kaluthara,1,2,5,2,5,1,8,10,2,2,2,2,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1545,Batticaloa,2,1,3,2,5,2,5,0,3,3,3,3,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.0,1.0,3.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0
1546,Batticaloa,1,2,4,2,4,2,10,10,1,1,1,1,1.5,1.5,1.0,1.0,1.0,1.5,1.0,0.5,1.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0
1547,Colombo,2,1,3,2,4,1,5,0,3,1,1,1,2.5,1.0,2.0,-0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,3.5,1.0,1.0
1548,Batticaloa,2,1,3,2,1,2,6,0,2,1,1,1,0.5,4.0,2.0,2.0,4.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1549,Colombo,1,2,2,2,4,1,10,10,3,1,1,2,-1.0,1.0,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1551,Batticaloa,5,1,5,3,4,2,6,0,2,1,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,4.5,1.0,1.0,1.0,1.0,1.5,3.5,1.0,1.0
1552,Colombo,1,2,3,2,5,1,10,10,3,2,2,2,-1.0,1.0,0.5,-0.5,1.0,1.0,1.0,-0.5,1.0,2.0,1.0,5.0,0.5,0.5,1.0,1.0,-3.5,-1.0,1.0,1.0,2.0,1.0,0.5,-0.5,0.5,0.5
1553,Kurunegala,1,2,3,2,4,1,3,3,3,3,3,3,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,2.0,2.5,1.0,1.0,-1.0,1.0,-2.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1554,Matale,2,1,2,2,3,2,5,10,2,2,2,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
1555,Batticaloa,1,2,2,2,1,2,6,0,2,1,1,2,0.5,2.0,2.0,1.5,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1556,Kaluthara,1,2,2,2,4,1,3,4,3,2,3,3,0.5,1.0,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1557,Kaluthara,2,1,2,2,4,1,6,0,3,3,3,3,-1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-0.5,1.0
1558,Kaluthara,1,2,2,2,4,1,3,8,3,2,2,2,0.5,-0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,-0.5,-0.5,1.0,1.0,-0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1559,Kurunegala,1,2,3,2,7,1,1,2,5,5,5,5,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
1561,Matale,1,2,5,2,1,2,9,10,2,1,1,1,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1562,Kaluthara,1,2,4,2,4,1,4,10,3,2,2,2,-1.0,1.0,-0.5,-0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,-1.0,-1.0,2.0,1.0,2.0,1.0,0.5,1.0,-0.5,0.5
1563,Jaffna,2,1,2,2,5,2,6,0,3,1,1,2,1.5,1.0,1.0,1.5,1.0,2.0,1.0,0.5,2.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,4.5,1.0,1.0,1.0,1.0,1.0,4.5,1.0,1.0
1564,Colombo,1,2,3,2,5,1,10,10,3,1,1,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
1566,Colombo,1,2,2,2,5,1,3,4,3,3,3,3,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,1.0,1.0,-1.0,-1.0,-0.5,2.0,-3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
1567,Batticaloa,2,1,4,2,4,2,10,10,3,1,1,3,1.0,3.5,3.0,1.0,1.5,1.0,1.0,1.5,1.0,1.5,1.0,1.0,1.0,0.5,2.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1568,Batticaloa,2,1,4,2,2,2,6,0,3,3,3,3,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.5,3.0,1.0,1.0
1569,Batticaloa,2,1,1,2,4,2,6,0,2,2,2,2,2.0,2.0,2.0,-0.5,1.0,1.5,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
